bundle	variable_name	qsirecon_suffix	source_file	zero_proportion	mean	stdev	median	masked_mean	masked_median	masked_stdev	subject_id	session_id	task_id	dir_id	acq_id	space_id	rec_id	run_id	bundle_source	bundle_params_id
Association_UncinateFasciculusL	tdi	DSIStudio	/scratch/executivefunction/SLURM_13244013_62/job-13244013-62-sub-20533-ses-1/ds/inputs/data/qsiprep/qsiprep/sub-20533/ses-1/dwi/sub-20533_ses-1_space-ACPC_desc-preproc_dwi.nii.gz	0.0	140.96259	271.41205	33.0	140.96259	33.0	271.41205	sub-20533	ses-1				space-ACPC			DSIStudio	autotrackgqi
Association_VerticalOccipitalFasciculusR	tdi	DSIStudio	/scratch/executivefunction/SLURM_13244013_62/job-13244013-62-sub-20533-ses-1/ds/inputs/data/qsiprep/qsiprep/sub-20533/ses-1/dwi/sub-20533_ses-1_space-ACPC_desc-preproc_dwi.nii.gz	0.0	94.46023	170.019	31.0	94.46023	31.0	170.019	sub-20533	ses-1				space-ACPC			DSIStudio	autotrackgqi
Association_VerticalOccipitalFasciculusL	tdi	DSIStudio	/scratch/executivefunction/SLURM_13244013_62/job-13244013-62-sub-20533-ses-1/ds/inputs/data/qsiprep/qsiprep/sub-20533/ses-1/dwi/sub-20533_ses-1_space-ACPC_desc-preproc_dwi.nii.gz	0.0	92.87188	184.3755	24.0	92.87188	24.0	184.3755	sub-20533	ses-1				space-ACPC			DSIStudio	autotrackgqi
Association_SuperiorLongitudinalFasciculusL	tdi	DSIStudio	/scratch/executivefunction/SLURM_13244013_62/job-13244013-62-sub-20533-ses-1/ds/inputs/data/qsiprep/qsiprep/sub-20533/ses-1/dwi/sub-20533_ses-1_space-ACPC_desc-preproc_dwi.nii.gz	0.0	107.601776	193.49562	36.0	107.601776	36.0	193.49562	sub-20533	ses-1				space-ACPC			DSIStudio	autotrackgqi
Association_ExtremeCapsuleR	tdi	DSIStudio	/scratch/executivefunction/SLURM_13244013_62/job-13244013-62-sub-20533-ses-1/ds/inputs/data/qsiprep/qsiprep/sub-20533/ses-1/dwi/sub-20533_ses-1_space-ACPC_desc-preproc_dwi.nii.gz	0.0	109.63894	200.87903	31.0	109.63894	31.0	200.87903	sub-20533	ses-1				space-ACPC			DSIStudio	autotrackgqi
Association_CingulumL	tdi	DSIStudio	/scratch/executivefunction/SLURM_13244013_62/job-13244013-62-sub-20533-ses-1/ds/inputs/data/qsiprep/qsiprep/sub-20533/ses-1/dwi/sub-20533_ses-1_space-ACPC_desc-preproc_dwi.nii.gz	0.0	207.29077	442.26163	44.0	207.29077	44.0	442.26163	sub-20533	ses-1				space-ACPC			DSIStudio	autotrackgqi
Association_ArcuateFasciculusR	tdi	DSIStudio	/scratch/executivefunction/SLURM_13244013_62/job-13244013-62-sub-20533-ses-1/ds/inputs/data/qsiprep/qsiprep/sub-20533/ses-1/dwi/sub-20533_ses-1_space-ACPC_desc-preproc_dwi.nii.gz	0.0	379.50446	1046.6808	43.0	379.50446	43.0	1046.6808	sub-20533	ses-1				space-ACPC			DSIStudio	autotrackgqi
Association_CingulumR	tdi	DSIStudio	/scratch/executivefunction/SLURM_13244013_62/job-13244013-62-sub-20533-ses-1/ds/inputs/data/qsiprep/qsiprep/sub-20533/ses-1/dwi/sub-20533_ses-1_space-ACPC_desc-preproc_dwi.nii.gz	0.0	213.38942	538.21216	39.0	213.38942	39.0	538.21216	sub-20533	ses-1				space-ACPC			DSIStudio	autotrackgqi
Association_ArcuateFasciculusL	tdi	DSIStudio	/scratch/executivefunction/SLURM_13244013_62/job-13244013-62-sub-20533-ses-1/ds/inputs/data/qsiprep/qsiprep/sub-20533/ses-1/dwi/sub-20533_ses-1_space-ACPC_desc-preproc_dwi.nii.gz	0.0	387.25073	891.70996	59.0	387.25073	59.0	891.70996	sub-20533	ses-1				space-ACPC			DSIStudio	autotrackgqi
Association_ParietalAslantTractL	tdi	DSIStudio	/scratch/executivefunction/SLURM_13244013_62/job-13244013-62-sub-20533-ses-1/ds/inputs/data/qsiprep/qsiprep/sub-20533/ses-1/dwi/sub-20533_ses-1_space-ACPC_desc-preproc_dwi.nii.gz	0.0	127.74617	230.59001	35.0	127.74617	35.0	230.59001	sub-20533	ses-1				space-ACPC			DSIStudio	autotrackgqi
Association_FrontalAslantTractL	tdi	DSIStudio	/scratch/executivefunction/SLURM_13244013_62/job-13244013-62-sub-20533-ses-1/ds/inputs/data/qsiprep/qsiprep/sub-20533/ses-1/dwi/sub-20533_ses-1_space-ACPC_desc-preproc_dwi.nii.gz	0.0	183.85915	315.70758	49.0	183.85915	49.0	315.70758	sub-20533	ses-1				space-ACPC			DSIStudio	autotrackgqi
Association_HippocampusAlveusR	tdi	DSIStudio	/scratch/executivefunction/SLURM_13244013_62/job-13244013-62-sub-20533-ses-1/ds/inputs/data/qsiprep/qsiprep/sub-20533/ses-1/dwi/sub-20533_ses-1_space-ACPC_desc-preproc_dwi.nii.gz	0.0	94.583046	136.32976	38.0	94.583046	38.0	136.32976	sub-20533	ses-1				space-ACPC			DSIStudio	autotrackgqi
Association_InferiorLongitudinalFasciculusL	tdi	DSIStudio	/scratch/executivefunction/SLURM_13244013_62/job-13244013-62-sub-20533-ses-1/ds/inputs/data/qsiprep/qsiprep/sub-20533/ses-1/dwi/sub-20533_ses-1_space-ACPC_desc-preproc_dwi.nii.gz	0.0	372.08975	829.4272	56.0	372.08975	56.0	829.4272	sub-20533	ses-1				space-ACPC			DSIStudio	autotrackgqi
Association_HippocampusAlveusL	tdi	DSIStudio	/scratch/executivefunction/SLURM_13244013_62/job-13244013-62-sub-20533-ses-1/ds/inputs/data/qsiprep/qsiprep/sub-20533/ses-1/dwi/sub-20533_ses-1_space-ACPC_desc-preproc_dwi.nii.gz	0.0	112.273125	172.59619	41.0	112.273125	41.0	172.59619	sub-20533	ses-1				space-ACPC			DSIStudio	autotrackgqi
Association_InferiorFrontoOccipitalFasciculusR	tdi	DSIStudio	/scratch/executivefunction/SLURM_13244013_62/job-13244013-62-sub-20533-ses-1/ds/inputs/data/qsiprep/qsiprep/sub-20533/ses-1/dwi/sub-20533_ses-1_space-ACPC_desc-preproc_dwi.nii.gz	0.0	514.0214	1227.4554	71.0	514.0214	71.0	1227.4554	sub-20533	ses-1				space-ACPC			DSIStudio	autotrackgqi
Association_MiddleLongitudinalFasciculusL	tdi	DSIStudio	/scratch/executivefunction/SLURM_13244013_62/job-13244013-62-sub-20533-ses-1/ds/inputs/data/qsiprep/qsiprep/sub-20533/ses-1/dwi/sub-20533_ses-1_space-ACPC_desc-preproc_dwi.nii.gz	0.0	44.69285	86.10175	13.0	44.69285	13.0	86.10175	sub-20533	ses-1				space-ACPC			DSIStudio	autotrackgqi
Association_InferiorLongitudinalFasciculusR	tdi	DSIStudio	/scratch/executivefunction/SLURM_13244013_62/job-13244013-62-sub-20533-ses-1/ds/inputs/data/qsiprep/qsiprep/sub-20533/ses-1/dwi/sub-20533_ses-1_space-ACPC_desc-preproc_dwi.nii.gz	0.0	387.39224	856.0598	66.0	387.39224	66.0	856.0598	sub-20533	ses-1				space-ACPC			DSIStudio	autotrackgqi
